TRAIN,/content/drive/MyDrive/IOT9/trainjpg/00048bba-979b-4f84-b833-5bbbb082b582_0L.jpg,0,0,0,1,0,1,1,0,1
TRAIN,/content/drive/MyDrive/IOT9/trainjpg/000547a2-d456-4b16-b351-12ca9b40e390_0L.jpg,0,0,0,1,0,1,1,0,1
TRAIN,/content/drive/MyDrive/IOT9/trainjpg/000d9961-8136-4dee-9820-86e178777958_0L.jpg,0,0,0,1,0,1,1,0,1
TRAIN,/content/drive/MyDrive/IOT9/trainjpg/0010095b-2e3d-4517-a511-1f688c378f96_5L.jpg,5,0,0,1,0,1,1,0,1
TRAIN,/content/drive/MyDrive/IOT9/trainjpg/00147c9a-67f5-4e86-a56b-681f0815ef2b_5R.jpg,5,0,0,1,0,1,1,0,1
TRAIN,/content/drive/MyDrive/IOT9/trainjpg/00218888-86f2-4154-87f1-003dee60af03_0R.jpg,0,0,0,1,0,1,1,0,1
TRAIN,/content/drive/MyDrive/IOT9/trainjpg/00230b23-340e-4e24-89f6-ebd0a55a6dad_0L.jpg,0,0,0,1,0,1,1,0,1
TRAIN,/content/drive/MyDrive/IOT9/trainjpg/002eb218-7475-43d0-bd90-bbbe055e3937_0L.jpg,0,0,0,1,0,1,1,0,1
TRAIN,/content/drive/MyDrive/IOT9/trainjpg/003dad40-09c2-4cf9-8a9e-97a6d7b93aaa_5R.jpg,5,0,0,1,0,1,1,0,1
TRAIN,/content/drive/MyDrive/IOT9/trainjpg/0044468b-a525-4a3a-b0d0-149c9fb6c7bc_5R.jpg,5,0,0,1,0,1,1,0,1
TRAIN,/content/drive/MyDrive/IOT9/trainjpg/004a1a23-06f5-43ea-804b-0bfd980a1649_0L.jpg,0,0,0,1,0,1,1,0,1
TRAIN,/content/drive/MyDrive/IOT9/trainjpg/00592687-1bc6-439d-a1ed-795792b45aef_0R.jpg,0,0,0,1,0,1,1,0,1
TRAIN,/content/drive/MyDrive/IOT9/trainjpg/005e29be-d3fa-48b0-999f-17b1ebbeb326_5L.jpg,5,0,0,1,0,1,1,0,1
TRAIN,/content/drive/MyDrive/IOT9/trainjpg/0072ac84-1b63-4d37-adc2-81f32da2f526_0L.jpg,0,0,0,1,0,1,1,0,1
TRAIN,/content/drive/MyDrive/IOT9/trainjpg/0075357e-ee6f-4a88-804e-ffe88681a398_0L.jpg,0,0,0,1,0,1,1,0,1
